Signal,LookAhead,Nunits,Bayesian_Dropout,Median_APE,Median_RSE,Mu_APE,Mu_RSE
TS_ARIMA,10,25,0,1.3350439668947567,0.3342936754852224,5.9621335382259995,0.3372332017766511
TS_ARIMA,10,25,0.05,1.3352015065157585,0.33375340458179625,6.064870439216683,0.3378390246490324
TS_ARIMA,10,25,0.1,1.335134952343378,0.3343737933355499,5.963762111878606,0.33752188040503595
TS_ARIMA,10,25,0.2,1.3362885950396888,0.33346980344310556,6.090760057365544,0.3377726831970995
TS_ARIMA,10,50,0,1.339128918039823,0.3345232081159559,6.0269195588785935,0.3377533126718527
TS_ARIMA,10,50,0.05,1.3279125757322812,0.3338110960861491,6.092403878369648,0.3377524963740459
TS_ARIMA,10,50,0.1,1.3414167828535803,0.3342458517161285,5.966401873462453,0.3381768878827265
TS_ARIMA,10,50,0.2,1.333956960963579,0.3351770612873274,6.128509746085631,0.3380159217733722
TS_ARIMA,25,1,0,1.356304179870505,0.3351020835238746,6.554478079279025,0.3385873761693429
TS_ARIMA,25,1,0.05,1.351332253012551,0.3349415505378086,6.440108784700252,0.3382828126177691
TS_ARIMA,25,1,0.1,1.3538465315644956,0.3350823753463731,6.463486625870597,0.3385159222907315
TS_ARIMA,25,1,0.2,1.3539370456084399,0.33477510383721154,6.454572897104055,0.3384105506388703
TS_ARIMA,25,5,0,1.3426878254474608,0.33437507380535486,6.369455357447336,0.3387597243802432
TS_ARIMA,25,5,0.05,1.3435478091659938,0.3350767340411662,6.348460123451359,0.33857644726010944
TS_ARIMA,25,5,0.1,1.339510420280023,0.33497927080593537,6.328052569390631,0.338459804139832
TS_ARIMA,25,5,0.2,1.3379323869761843,0.3349239362358096,6.284111624777261,0.33873490117502913
TS_ARIMA,25,10,0,1.349386220666276,0.33470687161388935,6.518733831760476,0.33835456842192385
TS_ARIMA,25,10,0.05,1.3467768626389969,0.3354472151375122,6.243882188655946,0.3390337202869466
TS_ARIMA,25,10,0.1,1.3366791890785619,0.33454971547900025,6.514922354728812,0.33846332744596763
TS_ARIMA,25,10,0.2,1.339685226061744,0.3344549058509956,6.448600866721156,0.33854387084681015
TS_ARIMA,25,25,0,1.3479832894794233,0.33496345797667726,6.372268800312809,0.338835682982686
TS_ARIMA,25,25,0.05,1.3468066079095373,0.3356477334309407,6.472441341070949,0.3393549306792554
TS_ARIMA,25,25,0.1,1.3507895412239754,0.3350612347684304,6.280436937078951,0.33899730104729436
TS_ARIMA,25,25,0.2,1.3394419995835223,0.335438944919797,6.038617319532354,0.33898670447574036
TS_ARIMA,25,50,0,1.3567899066203504,0.3359200940233156,6.209050267319308,0.3402143141522667
TS_ARIMA,25,50,0.05,1.3457686203143455,0.33555006745181076,7.33180728525384,0.34036592780683894
TS_ARIMA,25,50,0.1,1.3514594177414405,0.3353209079355132,6.280032391379425,0.3397532799825168
TS_ARIMA,25,50,0.2,1.344149653461087,0.3353590844597455,6.476782252108631,0.3399060746617729
TS_ARIMA,50,1,0,1.3607934964813957,0.3351335481224539,5.133689431070797,0.3386800347206993
TS_ARIMA,50,1,0.05,1.3594727979564487,0.33519102755683283,5.176586475726266,0.3387459989170827
TS_ARIMA,50,1,0.1,1.357531659798248,0.335802460055502,5.176964629637467,0.3389764647770476
TS_ARIMA,50,1,0.2,1.3549800325463934,0.335736440461023,5.177230627503545,0.3388154183366941
TS_ARIMA,50,5,0,1.351093452352376,0.3351656068524168,5.284850141176654,0.3394948116803799
TS_ARIMA,50,5,0.05,1.3427609800174944,0.334680729952827,5.295218219796268,0.3388009064680552
TS_ARIMA,50,5,0.1,1.346423556708474,0.33370833648550885,5.298974124210517,0.338907052567786
TS_ARIMA,50,5,0.2,1.3487561287992378,0.3350772900990666,5.269840926345685,0.33913883904640574
TS_ARIMA,50,10,0,1.3392979693144935,0.3341567682229929,5.033280398382428,0.33852861802247314
TS_ARIMA,50,10,0.05,1.3396362499619967,0.33602438187685635,4.742150632244981,0.33983201713605077
TS_ARIMA,50,10,0.1,1.3430829107864573,0.33472215154710033,5.275991141343862,0.33953942057372555
TS_ARIMA,50,10,0.2,1.3340993432946942,0.3340890985317296,5.1002396836616475,0.33928726272977494
TS_ARIMA,50,25,0,1.3446575526381586,0.33486943296909044,5.252764851393716,0.33916115549728354
TS_ARIMA,50,25,0.05,1.3623428992804252,0.3379315454747006,5.3711246594141056,0.340937619520558
TS_ARIMA,50,25,0.1,1.3596406822915261,0.3361617792505918,4.921696191438604,0.3403283234403508
TS_ARIMA,50,25,0.2,1.3491121988976866,0.33573361292471554,4.968079949318655,0.34018875598701775
TS_ARIMA_LRD,1,1,0,0.4988081361776504,0.19732583540988843,2.541737506787301,0.23062307476287178
TS_ARIMA_LRD,1,1,0.05,0.7165334030988556,0.26635102116370457,1.843592243548767,0.27563586959739084
TS_ARIMA_LRD,1,1,0.1,0.5140588437748739,0.20136925105044412,2.460295728046791,0.2334137636198892
TS_ARIMA_LRD,1,1,0.2,0.49868166327040875,0.19732363727071206,2.455366533130898,0.23029253574110767
TS_ARIMA_LRD,1,5,0,0.12090709243326028,0.11192170175741555,1.5677006405929022,0.11630965298485339
TS_ARIMA_LRD,1,5,0.05,0.12834425262993399,0.11478325021187416,1.5607381995246694,0.12007140595127418
TS_ARIMA_LRD,1,5,0.1,0.12073118916916568,0.11192559517514838,1.508229887273843,0.11627264187973746
TS_ARIMA_LRD,1,5,0.2,0.1256200895300123,0.11394466149100883,1.4638749883244906,0.11924045730078899
TS_ARIMA_LRD,1,10,0,0.11082432777280335,0.1087993909408022,1.4876954426104598,0.10977341368460236
TS_ARIMA_LRD,1,10,0.05,0.11040420839456971,0.10889226146332637,1.397598696440249,0.10974001046781394
TS_ARIMA_LRD,1,10,0.1,0.11193827901237617,0.10969798113053592,1.403124078374891,0.11090191036912457
TS_ARIMA_LRD,1,10,0.2,0.11022714645362203,0.10877879002397271,1.3896617178528394,0.10971435203466295
TS_ARIMA_LRD,1,25,0,0.10991002605515052,0.10873888391652993,1.488641418908863,0.10958262867872474
TS_ARIMA_LRD,1,25,0.05,0.10961636683799239,0.10870446941427274,1.4414144645905624,0.10952692138596674
TS_ARIMA_LRD,1,25,0.1,0.10983776422201039,0.10879440378219937,1.4291228861375027,0.10965987624685727
TS_ARIMA_LRD,1,25,0.2,0.11012268505497406,0.10908662055497766,1.4341470635905362,0.11051037881105052
TS_ARIMA_LRD,1,50,0,0.1133617911950411,0.11086289719776538,1.5098424411013314,0.1110690063851337
TS_ARIMA_LRD,1,50,0.05,0.11025460749481107,0.10865487373596264,1.4078560520963495,0.10962400629241689
TS_ARIMA_LRD,1,50,0.1,0.10944204443358242,0.1080202347858983,1.4078242890116381,0.10920370728078152
TS_ARIMA_LRD,1,50,0.2,0.11034741261725081,0.10908005356898984,1.4309364735360381,0.10969629284267374
TS_ARIMA_LRD,5,1,0,0.6020933655256354,0.2483723350548812,5.728200615342496,0.26040192923535693
TS_ARIMA_LRD,5,1,0.05,0.8078126149158862,0.28693315897154825,2.670115379492261,0.29289998788203075
TS_ARIMA_LRD,5,1,0.1,0.5985223335746132,0.24758498838222848,5.543778159196934,0.2593269696596132
TS_ARIMA_LRD,5,1,0.2,0.7741637395429501,0.2792625194625288,3.7754976339334703,0.2921964937515413
TS_ARIMA_LRD,5,5,0,0.3636137097949779,0.1973155027914235,6.26680201575575,0.2009711875354791
TS_ARIMA_LRD,5,5,0.05,0.3712972218937163,0.19650523093814334,5.998816308650987,0.1993803581010357
TS_ARIMA_LRD,5,5,0.1,0.36539918167954977,0.196180162203549,6.104067815746333,0.19827284999455597
TS_ARIMA_LRD,5,5,0.2,0.3667052848643003,0.1961056101049842,6.077629683982771,0.19865519337945017
TS_ARIMA_LRD,5,10,0,0.3581438039816747,0.19376304291626523,6.349549871760081,0.1957703287941043
TS_ARIMA_LRD,5,10,0.05,0.3586145370087851,0.1936888773318497,6.053623094633316,0.19550840705485747
TS_ARIMA_LRD,5,10,0.1,0.36101361774840246,0.19403322833063263,6.077843540253652,0.19599054831666507
TS_ARIMA_LRD,5,10,0.2,0.3572104816167544,0.19346741939490247,6.10342896222933,0.19593065755906905
TS_ARIMA_LRD,5,25,0,0.3632843195837612,0.19545212111864674,6.369589205767444,0.1973181973039615
TS_ARIMA_LRD,5,25,0.05,0.3581271227898695,0.19393015128853822,5.91884922256092,0.19525490891914993
TS_ARIMA_LRD,5,25,0.1,0.3629630377990459,0.19561443774178444,6.048093410180473,0.19742651940660544
TS_ARIMA_LRD,5,25,0.2,0.3584765474633715,0.19404889159563593,6.049338126008725,0.19579810970615724
TS_ARIMA_LRD,5,50,0,0.3582212744139851,0.19467136977926042,6.277460460238478,0.1960326586491829
TS_ARIMA_LRD,5,50,0.05,0.36329669216376265,0.19511790713463284,6.022079953477913,0.19668310062542788
TS_ARIMA_LRD,5,50,0.1,0.3574891530789679,0.1939923474987592,6.032860167293442,0.1948701896686063
TS_ARIMA_LRD,5,50,0.2,0.365296131581088,0.19560953285570276,6.1108324798199805,0.19673616169756106
TS_ARIMA_LRD,10,1,0,0.6703049066556623,0.2783252025769425,6.955879813031681,0.28398005716055436
TS_ARIMA_LRD,10,1,0.05,0.8494365376394989,0.3029195667034434,2.8111561335583826,0.3046995956597901
TS_ARIMA_LRD,10,1,0.1,0.811913983644226,0.295908273614682,4.413413814907425,0.30376296119443724
TS_ARIMA_LRD,10,1,0.2,0.8501708493776643,0.3027103561506878,2.840693346719562,0.3045585952224186
TS_ARIMA_LRD,10,5,0,0.6264367915060316,0.25519013133925106,13.227232399370207,0.257589871209756
TS_ARIMA_LRD,10,5,0.05,0.6517628951259399,0.2571116039876403,12.712888941918628,0.2590545572020288
TS_ARIMA_LRD,10,5,0.1,0.5940474656807699,0.2529729962256143,12.752673026782023,0.25503559449196334
TS_ARIMA_LRD,10,5,0.2,0.628909566561908,0.2554732242370189,12.5795054613585,0.2566962406446379
TS_ARIMA_LRD,10,10,0,0.6708112626351004,0.2648712897915755,13.555792584471646,0.26523211672234376
TS_ARIMA_LRD,10,10,0.05,0.629886811757825,0.2561965028020045,12.618089346897245,0.25711014105717184
TS_ARIMA_LRD,10,10,0.1,0.625700075280166,0.2563502236893268,12.695197643221393,0.25733317864134336
TS_ARIMA_LRD,10,10,0.2,0.6363276578551225,0.25713363172351944,12.791739366768343,0.2580174181755493
TS_ARIMA_LRD,10,25,0,0.6236125812641397,0.25631886163507245,13.221338304536237,0.257506608261583
TS_ARIMA_LRD,10,25,0.05,0.6243928477499854,0.2558289006053147,12.530468172647979,0.25736548266151993
TS_ARIMA_LRD,10,25,0.1,0.6371850136857933,0.25785169883249526,12.814269248182297,0.25926091752399183
TS_ARIMA_LRD,10,25,0.2,0.6397354555030468,0.25830096358983246,12.565546812468643,0.2584694556009229
TS_ARIMA_LRD,10,50,0,0.6329106987454969,0.2565420999139695,13.068718435668966,0.2579560960884178
TS_ARIMA_LRD,10,50,0.05,0.6334616501351312,0.25644960027764463,12.77502219123671,0.25732313258690576
TS_ARIMA_LRD,10,50,0.1,0.6514439272486344,0.25880513975672736,12.85552286542452,0.25935407242207836
TS_ARIMA_LRD,10,50,0.2,0.6306939476164922,0.2567661079489365,12.522436091735008,0.25787211898447704
TS_ARIMA_LRD,25,1,0,0.8719218716151829,0.31649608783340377,4.631092498049506,0.32124192979325616
TS_ARIMA_LRD,25,1,0.05,0.8101064162693135,0.314752173796105,6.948923595030603,0.3191841308489728
TS_ARIMA_LRD,25,1,0.1,0.8707462879911521,0.31595110517928293,4.523371707057858,0.3204336282408271
TS_ARIMA_LRD,25,1,0.2,0.8693984316441412,0.31579033278008745,4.512132230848177,0.32034362905711533
TS_ARIMA_LRD,25,5,0,1.0523154653865507,0.3341487566693291,16.687172611206133,0.33618381746579773
TS_ARIMA_LRD,25,5,0.05,1.0782126298160994,0.33531073589327587,14.402000201513484,0.3375257204072995
TS_ARIMA_LRD,25,5,0.1,1.084627162161155,0.3427063010917971,16.024556779375267,0.34294853600849445
TS_ARIMA_LRD,25,5,0.2,1.0110019416631562,0.33046464140113163,14.268145938153276,0.332842483167507
TS_ARIMA_LRD,25,10,0,1.0748247519527987,0.337441184389052,17.938401160088706,0.33947216707730843
TS_ARIMA_LRD,25,10,0.05,1.0006313411175225,0.3323489977818751,14.891180691233396,0.3342627567716865
TS_ARIMA_LRD,25,10,0.1,1.0265726954437144,0.34094141398334876,15.894911587014883,0.34046344269791984
TS_ARIMA_LRD,25,10,0.2,1.0790352950208355,0.3419837167389945,16.076205743057923,0.3432112644874114
TS_ARIMA_LRD,25,25,0,1.0919668230607873,0.33929650559868624,16.995361183532527,0.34125953835054623
TS_ARIMA_LRD,25,25,0.05,1.0685975650389088,0.33985513208916873,16.20573535128578,0.3398295682598881
TS_ARIMA_LRD,25,25,0.1,1.0378441785400854,0.32846881529184385,16.24736270516299,0.32945639824382095
TS_ARIMA_LRD,25,25,0.2,0.9861532659185637,0.3319941348362483,15.895456171033223,0.3333325598133675
TS_ARIMA_LRD,25,50,0,1.0776088782145035,0.34048421005398816,17.034399122533433,0.34128467311470995
TS_ARIMA_LRD,25,50,0.05,1.0663328215571037,0.3380996592576205,16.337829776481335,0.33847883398926654
TS_ARIMA_LRD,25,50,0.1,1.0490600508923673,0.33676646986426745,15.768874729509266,0.33857733933679485
TS_ARIMA_LRD,25,50,0.2,1.0651972773198404,0.3392338522150844,16.21168146973815,0.33984723280459045
TS_ARIMA_LRD,50,1,0,1.0591022387528937,0.3346599716157428,3.215785546974862,0.33490898148986376
TS_ARIMA_LRD,50,1,0.05,1.0326734829928643,0.32729108360985815,4.626961374373398,0.33213199990258946
TS_ARIMA_LRD,50,1,0.1,1.0504478803695463,0.33429364328735467,3.0359900346591844,0.334236554775745
TS_ARIMA_LRD,50,1,0.2,1.2381228085045466,0.3351863087894888,7.480533178887706,0.34099159992438843
TS_ARIMA_LRD,50,5,0,1.2328047912721942,0.3771528148368247,15.872624318774962,0.3772824291863263
TS_ARIMA_LRD,50,5,0.05,1.3686800440044744,0.38662001009160485,14.90391320238208,0.38514634305394646
TS_ARIMA_LRD,50,5,0.1,1.3944563484856558,0.3734559407632986,16.562911195645086,0.3769613164168349
TS_ARIMA_LRD,50,5,0.2,1.4134076781970852,0.38335431043680646,13.753781088451259,0.38184034408019546
TS_ARIMA_LRD,50,10,0,1.368467283842317,0.38340770076281394,18.912269108111246,0.38325193226201104
TS_ARIMA_LRD,50,10,0.05,1.38324797967638,0.38552815747152747,17.099918836069858,0.3854420782574522
TS_ARIMA_LRD,50,10,0.1,1.3957144478664458,0.3895400116608719,17.809221331914493,0.38759132824648157
TS_ARIMA_LRD,50,10,0.2,1.3821818192840136,0.386375418044714,17.554292528953717,0.3865218135137165
TS_ARIMA_LRD,50,25,0,1.382086333239671,0.392335197660273,19.255617502137866,0.3922982365199631
TS_ARIMA_LRD,50,25,0.05,1.3855973681949385,0.3933011366826874,20.305678781733885,0.39282293930927187
TS_ARIMA_LRD,50,25,0.1,1.3812744858067578,0.38858318312810536,17.704421415005147,0.3880148754917445
TS_ARIMA_LRD,50,25,0.2,1.3952783265887643,0.38961001230084924,17.659319313498738,0.3898735658885428
TS_Non_Stationary,1,1,0,0.969536444324042,1.2052494294429064,0.9679861675965871,1.221378791453385
TS_Non_Stationary,1,1,0.05,0.9720619576343847,1.2065048616148846,0.9706902658295332,1.2221353652087825
TS_Non_Stationary,1,1,0.1,0.9699321455910412,1.2051823956760508,0.9684558850520052,1.220723180533599
TS_Non_Stationary,1,1,0.2,0.9715331784519323,1.2061766616304073,0.9701355248398142,1.2217849091612878
TS_Non_Stationary,1,5,0,0.9695781872351463,1.2052753748720717,0.968030034785772,1.2214065639836502
TS_Non_Stationary,1,5,0.05,0.9569198165719518,1.1970709093228675,0.9548046814530851,1.212059102084118
TS_Non_Stationary,1,5,0.1,0.9274833775615146,1.1785151509541691,0.9239229829063405,1.1922239544746565
TS_Non_Stationary,1,5,0.2,0.9562951759608491,1.1966801445194393,0.9541493724652957,1.211641615969628
TS_Non_Stationary,1,10,0,0.9389694883238282,1.1860980866893822,0.9358636728726446,1.200867217278244
TS_Non_Stationary,1,10,0.05,0.9218108161202689,1.1749056777572306,0.9179719121143075,1.1883630593208796
TS_Non_Stationary,1,10,0.1,0.8977547505363439,1.1594738510217502,0.8927347506043813,1.1718465271383331
TS_Non_Stationary,1,10,0.2,0.9102681501405712,1.167526579492666,0.9058625285341654,1.1804672862260603
TS_Non_Stationary,1,25,0,0.8938840285045201,1.1572720226014332,0.8884838341617902,1.1699477992979976
TS_Non_Stationary,1,25,0.05,0.8462120157474214,1.1256974871133472,0.8386613894392622,1.1356372021419687
TS_Non_Stationary,1,25,0.1,0.8711809646584443,1.142184576779916,0.8648562546886183,1.1533223536394093
TS_Non_Stationary,1,25,0.2,0.8541449992181973,1.1309617161603631,0.8469838636364303,1.1412862091833411
TS_Non_Stationary,1,50,0,0.8292972802194802,1.1146794272947993,0.8206102951346144,1.1241499931045544
TS_Non_Stationary,1,50,0.05,0.898832727274639,1.160169759823734,0.8938656534510443,1.1725917000650068
TS_Non_Stationary,1,50,0.1,0.8606516013900654,1.1352611951731442,0.8538099245863987,1.1458983751584029
TS_Non_Stationary,1,50,0.2,0.902413822652408,1.162478614649153,0.8976225721423365,1.1750637620224103
TS_Non_Stationary,5,1,0,0.9692264548327125,1.2050567370854215,0.9676604028786483,1.2211725282212058
TS_Non_Stationary,5,1,0.05,0.9827166197879984,1.2130990236640078,0.9818680466959117,1.2291753511042525
TS_Non_Stationary,5,1,0.1,0.9727772978642757,1.206948713333901,0.9714407275728825,1.222609305477693
TS_Non_Stationary,5,1,0.2,0.9693424831077362,1.2048159994858803,0.9678372715353516,1.2203319089079612
TS_Non_Stationary,5,5,0,0.9408785806072988,1.1873032488028352,0.9378699180088237,1.2021586716465502
TS_Non_Stationary,5,5,0.05,0.9590339914299073,1.1983925565758553,0.9570226572964035,1.2134710572964413
TS_Non_Stationary,5,5,0.1,0.9452465244093923,1.1897470792637055,0.9425582582534445,1.2042328898259225
TS_Non_Stationary,5,5,0.2,0.9397417358727311,1.1862776831837767,0.9367831976188207,1.2005243424124608
TS_Non_Stationary,5,10,0,0.945975885977122,1.1905150726151061,0.9432266229698143,1.2056000057658858
TS_Non_Stationary,5,10,0.05,0.9328620820263114,1.1819274606628993,0.9295657690393713,1.1958731745673217
TS_Non_Stationary,5,10,0.1,0.9374504486145165,1.1848306037972733,0.934379413575268,1.198977288841983
TS_Non_Stationary,5,10,0.2,0.9435172054330574,1.1886582659055784,0.9407440338053287,1.2030691041915134
TS_Non_Stationary,5,25,0,0.9546902782148106,1.1959860534154494,0.9523844867320884,1.2114603968179216
TS_Non_Stationary,5,25,0.05,0.9352241839638897,1.183422895052965,0.9320438445955619,1.197472198178665
TS_Non_Stationary,5,25,0.1,0.9296306728590799,1.1798786023554837,0.9261757053245248,1.1936821579939172
TS_Non_Stationary,5,25,0.2,0.9460720478016406,1.1902664938670768,0.9434243128918334,1.2047880435511367
TS_Non_Stationary,5,50,0,0.9447801523051111,1.1897624164898835,0.941970038945872,1.204793626593548
TS_Non_Stationary,5,50,0.05,0.9284672445767572,1.17914006503745,0.9249551554651194,1.192892311480254
TS_Non_Stationary,5,50,0.1,0.9316765100726225,1.1811761676404777,0.9283219883067151,1.1950697851094747
TS_Non_Stationary,5,50,0.2,0.9457188687429563,1.1900443033684556,0.9430537935766605,1.2045505669564855
TS_Non_Stationary,10,1,0,0.9694172005154145,1.205175310026132,0.967860855523851,1.221299452249824
TS_Non_Stationary,10,1,0.05,0.9827152289865688,1.2130981652372657,0.9818665876094291,1.2291744348055131
TS_Non_Stationary,10,1,0.1,0.9792775058705846,1.2109744833227842,0.9782600804188846,1.226907450900948
TS_Non_Stationary,10,1,0.2,0.9827149564599089,1.2130979970290174,0.9818663017023496,1.2291742552572749
TS_Non_Stationary,10,5,0,0.9562532740761611,1.1969646727740644,0.9540270227539737,1.2125084699910174
TS_Non_Stationary,10,5,0.05,0.9426666687411771,1.188122385156431,0.9398517377734492,1.2024962970638027
TS_Non_Stationary,10,5,0.1,0.9433455770156496,1.18855015085793,0.940563978838533,1.2029535406232916
TS_Non_Stationary,10,5,0.2,0.9586751150147852,1.198168312664718,0.9566461608980682,1.2132314983263601
TS_Non_Stationary,10,10,0,0.9373759051972101,1.1850911591091577,0.93418899301324,1.199788118288738
TS_Non_Stationary,10,10,0.05,0.9434095221922567,1.18859043342417,0.9406310635720792,1.202996598518259
TS_Non_Stationary,10,10,0.1,0.943649497056618,1.18874159455041,0.9408828206347226,1.2031581732120329
TS_Non_Stationary,10,10,0.2,0.9428906159394452,1.1882635065555671,0.9400866802494994,1.2026471445823133
TS_Non_Stationary,10,25,0,0.9300173239810823,1.1804303973066586,0.9264559368892,1.1947924224473996
TS_Non_Stationary,10,25,0.05,0.9393367415385141,1.1860220344795245,0.9363583190206292,1.200251041392869
TS_Non_Stationary,10,25,0.1,0.9510269592263174,1.1933793451465167,0.9486224987487782,1.2081147273596964
TS_Non_Stationary,10,25,0.2,0.9531902188116828,1.194735838194611,0.9508919692635339,1.2095642148959762
TS_Non_Stationary,10,50,0,0.9497111416229734,1.1928631753261965,0.9471519641053692,1.208115475822464
TS_Non_Stationary,10,50,0.05,0.9398431446625259,1.1863416878642061,0.9368895853403552,1.2005927659117384
TS_Non_Stationary,10,50,0.1,0.9338347662938583,1.1825434910199328,0.9305862098039971,1.1965318948905732
TS_Non_Stationary,10,50,0.2,0.9265889443597085,1.1779467540625412,0.9229846351497193,1.1916160216209792
TS_Non_Stationary,25,1,0,0.9693462661165311,1.205131216549133,0.9677863113051275,1.2212522533722654
TS_Non_Stationary,25,1,0.05,0.9827112467171595,1.213095707308221,0.9818624098200006,1.2291718111716408
TS_Non_Stationary,25,1,0.1,0.969180533964074,1.2047153502967893,0.9676673710717671,1.2202244250268846
TS_Non_Stationary,25,1,0.2,0.9699764861011195,1.2052099428563787,0.9685024025762609,1.2207525976291376
TS_Non_Stationary,25,5,0,0.9434866260916333,1.1889476682125195,0.9406106857617479,1.203920681793377
TS_Non_Stationary,25,5,0.05,0.9695756060744223,1.2049608674762928,0.968081840288358,1.2204866132568648
